,,,,Voting,Voting,Voting,Voting,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,-additional
Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,-9999
1,Victor Oladipo,25,IND,99.0,499.0,505,0.988,75,34.0,23.1,5.2,4.3,2.4,0.8,.477,.371,.799,8.2,.155,oladivi01
2,Clint Capela,23,HOU,1.0,99.0,505,0.196,74,27.5,13.9,10.8,0.9,0.8,1.9,.652,.000,.560,10.2,.242,capelca01
3,Spencer Dinwiddie,24,BRK,1.0,50.0,505,0.099,80,28.8,12.6,3.2,6.6,0.9,0.3,.387,.326,.813,5.7,.118,dinwisp01
4,Andre Drummond,24,DET,0.0,46.0,505,0.091,78,33.7,15.0,16.0,3.0,1.5,1.6,.529,.000,.605,10.3,.189,drumman01
5,Julius Randle,23,LAL,0.0,36.0,505,0.071,82,26.7,16.1,8.0,2.6,0.5,0.5,.558,.222,.718,6.6,.145,randlju01
6,Steven Adams,24,OKC,0.0,34.0,505,0.067,76,32.7,13.9,9.0,1.2,1.2,1.0,.629,.000,.559,9.7,.187,adamsst01
7,Jaylen Brown,21,BOS,0.0,32.0,505,0.063,70,30.7,14.5,4.9,1.6,1.0,0.4,.465,.395,.644,4.5,.100,brownja02
8,Jamal Murray,20,DEN,0.0,24.0,505,0.048,81,31.7,16.7,3.7,3.4,1.0,0.3,.451,.378,.905,5.5,.103,murraja01
9,DeMar DeRozan,28,TOR,0.0,9.0,505,0.018,80,33.9,23.0,3.9,5.2,1.1,0.3,.456,.310,.825,9.6,.170,derozde01
10T,Terry Rozier,23,BOS,0.0,8.0,505,0.016,80,25.9,11.3,4.7,2.9,1.0,0.2,.395,.381,.772,5.6,.130,roziete01
10T,Lou Williams,31,LAC,0.0,8.0,505,0.016,79,32.8,22.6,2.5,5.3,1.1,0.2,.435,.359,.880,6.7,.125,willilo02
12,Giannis Antetokounmpo,23,MIL,0.0,7.0,505,0.014,75,36.7,26.9,10.0,4.8,1.5,1.4,.529,.307,.760,11.9,.207,antetgi01
13T,Nikola Jokić,22,DEN,0.0,6.0,505,0.012,75,32.6,18.5,10.7,6.1,1.2,0.8,.499,.396,.850,10.7,.211,jokicni01
13T,E'Twaun Moore,28,NOP,0.0,6.0,505,0.012,82,31.5,12.5,2.9,2.3,1.0,0.1,.508,.425,.706,4.4,.081,mooreet01
13T,Domantas Sabonis,21,IND,0.0,6.0,505,0.012,74,24.5,11.6,7.7,2.0,0.5,0.4,.514,.351,.750,4.7,.126,sabondo01
13T,Fred VanVleet,23,TOR,0.0,6.0,505,0.012,76,20.0,8.6,2.4,3.2,0.9,0.3,.426,.414,.832,4.7,.149,vanvlfr01
17T,Tyreke Evans,28,MEM,0.0,4.0,505,0.008,52,30.9,19.4,5.1,5.2,1.1,0.3,.452,.399,.785,4.2,.126,evansty01
17T,Brandon Ingram,20,LAL,0.0,4.0,505,0.008,59,33.5,16.1,5.3,3.9,0.8,0.7,.470,.390,.681,2.8,.068,ingrabr01
17T,Dejounte Murray,21,SAS,0.0,4.0,505,0.008,81,21.5,8.1,5.7,2.9,1.2,0.4,.443,.265,.709,3.2,.087,murrade01
20T,Tobias Harris,25,TOT,0.0,3.0,505,0.006,80,33.4,18.6,5.5,2.4,0.9,0.4,.460,.411,.829,6.7,.120,harrito02
20T,Joe Ingles,30,UTA,0.0,3.0,505,0.006,82,31.4,11.5,4.2,4.8,1.1,0.2,.467,.440,.795,7.6,.141,inglejo01
20T,Dario Šarić,23,PHI,0.0,3.0,505,0.006,78,29.6,14.6,6.7,2.6,0.7,0.3,.453,.393,.860,6.6,.137,saricda01
23T,Kris Dunn,23,CHI,0.0,2.0,505,0.004,52,29.3,13.4,4.3,6.0,2.0,0.5,.429,.321,.737,0.9,.027,dunnkr01
23T,Aaron Gordon,22,ORL,0.0,2.0,505,0.004,58,32.9,17.6,7.9,2.3,1.0,0.8,.434,.336,.698,2.9,.072,gordoaa01
25T,Montrezl Harrell,24,LAC,0.0,1.0,505,0.002,76,17.0,11.0,4.0,1.0,0.5,0.7,.635,.143,.626,5.5,.205,harremo01
25T,Kristaps Porziņģis,22,NYK,0.0,1.0,505,0.002,48,32.4,22.7,6.6,1.2,0.8,2.4,.439,.395,.793,3.2,.099,porzikr01
25T,Taurean Prince,23,ATL,0.0,1.0,505,0.002,82,30.0,14.1,4.7,2.6,1.0,0.5,.426,.385,.844,2.0,.038,princta02
25T,Josh Richardson,24,MIA,0.0,1.0,505,0.002,81,33.2,12.9,3.5,2.9,1.5,0.9,.451,.378,.845,5.4,.096,richajo01
25T,Ricky Rubio,27,UTA,0.0,1.0,505,0.002,77,29.3,13.1,4.6,5.3,1.6,0.1,.418,.352,.866,5.3,.112,rubiori01
25T,Pascal Siakam,23,TOR,0.0,1.0,505,0.002,81,20.7,7.3,4.5,2.0,0.8,0.5,.508,.220,.621,4.7,.133,siakapa01
25T,Karl-Anthony Towns,22,MIN,0.0,1.0,505,0.002,82,35.6,21.3,12.3,2.4,0.8,1.4,.545,.421,.858,14.0,.230,townska01
25T,T.J. Warren,24,PHO,0.0,1.0,505,0.002,65,33.0,19.6,5.1,1.3,1.0,0.6,.498,.222,.757,3.4,.077,warretj01
