,,,,Voting,Voting,Voting,Voting,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,-additional
Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,-9999
1,Boris Diaw,23,PHO,80.0,489.0,630,0.776,81,35.5,13.3,6.9,6.2,0.7,1.0,.526,.267,.731,8.9,.149,diawbo01
2,David West,25,NOK,22.0,283.0,630,0.449,74,34.1,17.1,7.4,1.2,0.8,0.9,.512,.273,.843,7.4,.141,westda01
3,Nenad Krstić,22,NJN,4.0,65.0,630,0.103,80,30.9,13.5,6.4,1.1,0.4,0.8,.507,.250,.698,5.4,.105,krstine01
4,Gerald Wallace,23,CHA,3.0,46.0,630,0.073,55,34.5,15.2,7.5,1.7,2.5,2.1,.538,.280,.614,6.4,.163,wallage01
5,Chris Bosh,21,TOR,3.0,43.0,630,0.068,70,39.3,22.5,9.2,2.6,0.7,1.1,.505,.000,.816,9.8,.170,boshch01
6T,Andrés Nocioni,26,CHI,4.0,29.0,630,0.046,82,27.3,13.0,6.1,1.4,0.5,0.6,.461,.391,.843,6.7,.144,nocioan01
6T,Tony Parker,23,SAS,3.0,29.0,630,0.046,80,33.9,18.9,3.3,5.8,1.0,0.1,.548,.306,.707,9.6,.169,parketo01
8,Mike James,30,TOR,1.0,21.0,630,0.033,79,37.0,20.3,3.3,5.8,0.9,0.0,.469,.442,.837,7.6,.125,jamesmi01
9,Carmelo Anthony,21,DEN,2.0,19.0,630,0.030,80,36.8,26.5,4.9,2.7,1.1,0.5,.481,.243,.808,9.4,.153,anthoca01
10,Jameer Nelson,23,ORL,1.0,18.0,630,0.029,62,28.8,14.6,2.9,4.9,1.1,0.1,.483,.424,.779,4.9,.132,nelsoja01
11T,Yao Ming,25,HOU,2.0,14.0,630,0.022,57,34.2,22.3,10.2,1.5,0.5,1.6,.519,.000,.853,8.6,.211,mingya01
11T,Chris Kaman,23,LAC,0.0,14.0,630,0.022,78,32.8,11.9,9.6,1.0,0.6,1.4,.523,.000,.770,6.1,.114,kamanch01
13,Elton Brand,26,LAC,0.0,10.0,630,0.016,79,39.2,24.7,10.0,2.6,1.0,2.5,.527,.333,.775,14.8,.229,brandel01
14T,DeSagana Diop,24,DAL,1.0,8.0,630,0.013,81,18.6,2.3,4.6,0.3,0.5,1.8,.487,.500,.542,4.1,.130,diopde01
14T,Smush Parker,24,LAL,0.0,8.0,630,0.013,82,33.8,11.5,3.3,3.7,1.7,0.2,.447,.366,.694,5.8,.100,parkesm01
16T,Pau Gasol,25,MEM,0.0,6.0,630,0.010,80,39.2,20.4,8.9,4.6,0.6,1.9,.503,.250,.689,12.0,.184,gasolpa01
16T,Mehmet Okur,26,UTA,0.0,6.0,630,0.010,82,35.9,18.0,9.1,2.4,0.5,0.9,.460,.342,.780,9.3,.152,okurme01
18,Dwight Howard,20,ORL,0.0,5.0,630,0.008,82,36.8,15.8,12.5,1.5,0.8,1.4,.531,.000,.595,8.6,.137,howardw01
19T,Caron Butler,25,WAS,0.0,4.0,630,0.006,75,36.1,17.6,6.2,2.5,1.7,0.2,.455,.342,.870,6.3,.112,butleca01
19T,LeBron James,21,CLE,0.0,4.0,630,0.006,79,42.5,31.4,7.0,6.6,1.6,0.8,.480,.335,.738,16.3,.232,jamesle01
21T,Kevin Martin,22,SAC,0.0,2.0,630,0.003,72,26.6,10.8,3.6,1.3,0.8,0.1,.480,.369,.847,5.5,.137,martike02
21T,Zaza Pachulia,21,ATL,0.0,2.0,630,0.003,78,31.4,11.7,7.9,1.7,1.1,0.5,.451,.000,.735,3.9,.077,pachuza01
23T,Raja Bell,29,PHO,0.0,1.0,630,0.002,79,37.5,14.7,3.2,2.6,1.0,0.3,.457,.442,.788,6.8,.110,bellra01
23T,Kobe Bryant,27,LAL,0.0,1.0,630,0.002,80,41.0,35.4,5.3,4.5,1.8,0.4,.450,.347,.850,15.3,.224,bryanko01
23T,Luol Deng,20,CHI,0.0,1.0,630,0.002,78,33.4,14.3,6.6,1.9,0.9,0.6,.463,.269,.750,6.5,.120,denglu01
23T,Matt Harpring,29,UTA,0.0,1.0,630,0.002,71,27.4,12.5,5.2,1.4,0.8,0.2,.475,.359,.725,4.7,.115,harprma01
23T,Paul Pierce,28,BOS,0.0,1.0,630,0.002,79,39.0,26.8,6.7,4.7,1.4,0.4,.471,.354,.772,11.5,.178,piercpa01
23T,Bobby Simmons,25,MIL,0.0,1.0,630,0.002,75,33.8,13.4,4.4,2.3,1.1,0.3,.453,.420,.825,5.3,.101,simmobo01
23T,Josh Smith,20,ATL,0.0,1.0,630,0.002,80,32.0,11.3,6.6,2.4,0.8,2.6,.425,.309,.719,3.6,.067,smithjo03
23T,Chris Wilcox,23,TOT,0.0,1.0,630,0.002,77,19.9,8.1,5.3,0.7,0.4,0.4,.571,.000,.732,4.4,.138,wilcoch01
23T,Mo Williams,23,MIL,0.0,1.0,630,0.002,58,26.4,12.1,2.5,4.0,0.9,0.1,.424,.382,.850,2.5,.079,willima01
