,,,,Voting,Voting,Voting,Voting,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Advanced,Advanced,-additional
Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,-9999
1,Goran Dragić,27,PHO,65.0,408.0,630,0.648,76,35.1,20.3,3.2,5.9,1.4,0.3,.505,.408,.760,10.3,.186,dragigo01
2,Lance Stephenson,23,IND,13.0,158.0,630,0.251,78,35.3,13.8,7.2,4.6,0.7,0.1,.491,.352,.711,7.4,.130,stephla01
3,Anthony Davis,20,NOP,16.0,155.0,630,0.246,67,35.2,20.8,10.0,1.6,1.3,2.8,.519,.222,.791,10.4,.212,davisan02
4,Gerald Green,28,PHO,16.0,117.0,630,0.186,82,28.4,15.8,3.4,1.5,0.9,0.5,.445,.400,.848,6.1,.126,greenge01
5,DeAndre Jordan,25,LAC,4.0,66.0,630,0.105,82,35.0,10.4,13.6,0.9,1.0,2.5,.676,,.428,11.1,.186,jordade01
6,Kyle Lowry,27,TOR,2.0,43.0,630,0.068,79,36.2,17.9,4.7,7.4,1.5,0.2,.423,.380,.813,11.7,.197,lowryky01
7,Blake Griffin,24,LAC,6.0,39.0,630,0.062,80,35.8,24.1,9.5,3.9,1.2,0.6,.528,.273,.715,12.2,.205,griffbl01
8,DeMar DeRozan,24,TOR,1.0,28.0,630,0.044,79,38.2,22.7,4.3,4.0,1.1,0.4,.429,.305,.824,8.8,.141,derozde01
9,Patty Mills,25,SAS,0.0,14.0,630,0.022,81,18.9,10.2,2.1,1.8,0.8,0.1,.464,.425,.890,5.6,.175,millspa02
10T,Markieff Morris,24,PHO,1.0,13.0,630,0.021,81,26.6,13.8,6.0,1.8,0.8,0.6,.486,.315,.792,6.4,.143,morrima02
10T,Isaiah Thomas,24,SAC,0.0,13.0,630,0.021,72,34.7,20.3,2.9,6.3,1.3,0.1,.453,.349,.850,7.7,.149,thomais02
12,Shaun Livingston,28,BRK,0.0,11.0,630,0.017,76,26.0,8.3,3.2,3.2,1.2,0.4,.483,.167,.827,4.4,.108,livinsh01
13,D.J. Augustin,26,TOT,1.0,9.0,630,0.014,71,27.3,13.1,1.8,4.4,0.7,0.0,.415,.401,.885,6.2,.154,augusdj01
14,Reggie Jackson,23,OKC,0.0,8.0,630,0.013,80,28.5,13.1,3.9,4.1,1.1,0.1,.440,.339,.893,4.9,.104,jacksre01
15T,Robin Lopez,25,POR,0.0,6.0,630,0.010,82,31.7,11.1,8.5,0.9,0.3,1.7,.551,.000,.818,9.5,.176,lopezro01
15T,Klay Thompson,23,GSW,0.0,6.0,630,0.010,81,35.4,18.4,3.1,2.2,0.9,0.5,.444,.417,.795,6.7,.112,thompkl01
17T,Kevin Durant,25,OKC,1.0,5.0,630,0.008,81,38.5,32.0,7.4,5.5,1.3,0.7,.503,.391,.873,19.2,.295,duranke01
17T,DeMarcus Cousins,23,SAC,0.0,5.0,630,0.008,71,32.4,22.7,11.7,2.9,1.5,1.3,.496,.000,.726,7.9,.166,couside01
19,Al Jefferson,29,CHA,0.0,4.0,630,0.006,73,35.0,21.8,10.8,2.1,0.9,1.1,.509,.200,.690,7.8,.146,jeffeal01
20T,Bradley Beal,20,WAS,0.0,3.0,630,0.005,73,34.7,17.1,3.7,3.3,1.0,0.2,.419,.402,.788,4.0,.076,bealbr01
20T,Mike Conley,26,MEM,0.0,3.0,630,0.005,73,33.5,17.2,2.9,6.0,1.5,0.2,.450,.361,.815,8.2,.161,conlemi01
20T,Andre Drummond,20,DET,0.0,3.0,630,0.005,81,32.3,13.5,13.2,0.4,1.2,1.6,.623,.000,.418,9.9,.182,drumman01
20T,Taj Gibson,28,CHI,0.0,3.0,630,0.005,82,28.7,13.0,6.8,1.1,0.5,1.4,.479,.000,.751,5.7,.117,gibsota01
20T,LeBron James,29,MIA,0.0,3.0,630,0.005,77,37.7,27.1,6.9,6.3,1.6,0.3,.567,.379,.750,15.9,.264,jamesle01
20T,Terrence Jones,22,HOU,0.0,3.0,630,0.005,76,27.3,12.1,6.9,1.1,0.7,1.3,.542,.307,.605,7.3,.169,joneste01
20T,Jodie Meeks,26,LAL,0.0,3.0,630,0.005,77,33.2,15.7,2.5,1.8,1.4,0.1,.463,.401,.857,4.5,.084,meeksjo01
27T,LaMarcus Aldridge,28,POR,0.0,1.0,630,0.002,69,36.2,23.2,11.1,2.6,0.9,1.0,.458,.200,.822,7.5,.144,aldrila01
27T,Alec Burks,22,UTA,0.0,1.0,630,0.002,78,28.1,14.0,3.3,2.7,0.9,0.2,.457,.350,.748,3.2,.070,burksal01
27T,Paul Millsap,28,ATL,0.0,1.0,630,0.002,74,33.5,17.9,8.5,3.1,1.7,1.1,.461,.358,.731,6.7,.129,millspa01
27T,Chandler Parsons,25,HOU,0.0,1.0,630,0.002,74,37.6,16.6,5.5,4.0,1.2,0.4,.472,.370,.742,7.6,.131,parsoch01
27T,John Wall,23,WAS,0.0,1.0,630,0.002,82,36.3,19.3,4.1,8.8,1.8,0.5,.433,.351,.805,7.9,.128,walljo01
